"n_simul","n_vars","prop_censored","target_R2_C","censoring_threshold","mixture_T","mixture_T_type","mixture_T_n_groups","type_pred","algo","type_w","minleaf","maxdepth","max_w_mod","mean_R2","sd_R2","mean_Kendall","sd_Kendall","mean_concordance","sd_concordance","mean_KM_R2","sd_KM_R2","mean_Cox_R2","sd_Cox_R2","mean_RSF_R2","sd_RSF_R2","mean_mse","sd_mse","mean_KM_mse","sd_KM_mse","mean_Cox_mse","sd_Cox_mse","mean_RSF_mse","sd_RSF_mse","mean_R2_20","sd_R2_20","mean_Kendall_20","sd_Kendall_20"
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_RF1","RSF",50,4,10,-0.01188,0.01583,0.52176,0.01765,0.52194,0.0213,-0.00059,0.02382,-0.01087,0.02236,-0.00614,0.02055,1.45645,0.06888,1.40445,0.09766,1.39594,0.10175,1.3791,0.09471,-0.3444,0.2749,0.55544,0.06413
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_RF1","RSF",50,4,50,-0.00979,0.01643,0.52185,0.01921,0.52211,0.02287,-3e-04,0.02413,-0.0098,0.02204,-0.00491,0.02091,1.45344,0.06903,1.40397,0.09687,1.39445,0.10148,1.37738,0.09418,-0.31218,0.26699,0.55646,0.06834
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_gam","Cox",NA,NA,10,-0.00959,0.01819,0.52643,0.01969,0.52642,0.02366,0.00639,0.02872,-0.00904,0.02566,-0.00238,0.02345,1.45314,0.06969,1.3942,0.09329,1.39307,0.09841,1.37357,0.09008,-0.30396,0.27331,0.56828,0.06933
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_gam","Cox",NA,NA,50,-0.01061,0.01918,0.52513,0.02032,0.52496,0.02421,-0.00163,0.03399,-0.01256,0.02781,-0.00722,0.02714,1.45473,0.07303,1.40551,0.09791,1.39791,0.09926,1.38026,0.09304,-0.28217,0.28532,0.56497,0.06687
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_gam","KM",NA,NA,10,-0.03044,0.02763,0.52106,0.0196,0.52113,0.02274,0.0114,0.03294,-0.02909,0.03868,-0.0141,0.03168,1.48287,0.0713,1.38669,0.08797,1.4207,0.10757,1.38938,0.09171,-0.56349,0.37901,0.54391,0.07022
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_gam","KM",NA,NA,50,-0.03364,0.03088,0.52061,0.01961,0.52063,0.02269,0.00798,0.03723,-0.03384,0.04337,-0.01817,0.03633,1.48756,0.07596,1.39139,0.08979,1.42722,0.11068,1.39496,0.09501,-0.54023,0.40393,0.54431,0.06647
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_gam","RSF",NA,NA,10,-0.01149,0.01909,0.52524,0.0195,0.52515,0.02314,0.01098,0.02991,-0.01214,0.02882,-0.00264,0.02523,1.4558,0.06886,1.38756,0.09035,1.3974,0.10125,1.37387,0.09007,-0.3152,0.27349,0.56101,0.06824
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"w_gam","RSF",NA,NA,50,-0.01141,0.02046,0.52521,0.01994,0.5251,0.02361,0.00725,0.03322,-0.01427,0.03037,-0.0047,0.02771,1.45571,0.0701,1.39279,0.09261,1.40034,0.10201,1.37677,0.09248,-0.25867,0.28234,0.56674,0.0683
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"rsf_reg",NA,50,4,NA,-0.01545,0.01805,0.53122,0.01645,0.53216,0.01941,-0.02417,0.02751,-0.03193,0.02734,-0.02707,0.02566,1.4619,0.07651,1.43672,0.08843,1.42405,0.09053,1.40723,0.08943,0.04197,0.11958,0.59779,0.06233
2000,6,0.5,0.05,1000,TRUE,"dependant",NA,NA,"cox_reg",NA,NA,NA,NA,-0.01135,0.0193,0.53474,0.01689,0.53581,0.02023,-0.0171,0.03351,-0.02657,0.02907,-0.02141,0.02889,1.45595,0.07605,1.42667,0.08961,1.4168,0.09356,1.39942,0.08999,0.05859,0.13721,0.6053,0.05933
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"KM_local","w_RF2","Cox",50,4,10,-0.00788,0.01574,0.53242,0.01697,0.53304,0.01997,-0.01639,0.02061,-0.02427,0.02424,-0.0225,0.02261,1.46684,0.07899,1.43793,0.09266,1.41977,0.09859,1.40905,0.10065,0.044,0.09479,0.59286,0.05634
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"KM_local","w_RF2","Cox",50,4,50,-0.00826,0.01559,0.53213,0.0168,0.53268,0.01956,-0.01764,0.02099,-0.02491,0.0248,-0.02344,0.02288,1.46738,0.0789,1.43964,0.09205,1.42063,0.09847,1.41028,0.09983,0.04216,0.10013,0.59602,0.05718
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"KM_local","w_RF2","KM",50,4,10,-0.00902,0.01568,0.53116,0.01754,0.53134,0.02075,-0.01432,0.02287,-0.02517,0.02454,-0.02263,0.02363,1.46846,0.07847,1.43491,0.09226,1.42099,0.09832,1.40921,0.1007,0.03183,0.10374,0.58676,0.06121
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"KM_local","w_RF2","KM",50,4,50,-0.00988,0.01589,0.53047,0.01794,0.53086,0.02093,-0.01521,0.02276,-0.02625,0.02563,-0.02358,0.02396,1.46971,0.07875,1.43621,0.0928,1.42248,0.09879,1.41051,0.10109,0.03161,0.10492,0.58287,0.05842
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"weights_tree","w_RF2","Cox",50,4,10,-0.03422,0.02425,0.52232,0.01844,0.52294,0.02075,-0.00858,0.03482,-0.03301,0.0425,-0.02038,0.0347,1.50469,0.07659,1.42688,0.10093,1.43304,0.12497,1.40639,0.11044,-0.71763,0.45385,0.54954,0.06617
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"weights_tree","w_RF2","Cox",50,4,50,-0.03009,0.02383,0.52342,0.01829,0.52464,0.02043,-0.00758,0.03413,-0.02965,0.03997,-0.01781,0.0322,1.49874,0.07714,1.4255,0.10145,1.42838,0.12298,1.40287,0.10909,-0.64374,0.39229,0.5586,0.06684
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"weights_tree","w_RF2","KM",50,4,10,-0.04623,0.02945,0.51933,0.01894,0.52036,0.02102,0.00694,0.0365,-0.04387,0.05424,-0.02269,0.04087,1.52212,0.08014,1.4048,0.09969,1.44847,0.13859,1.40962,0.11512,-0.84831,0.42981,0.53103,0.06567
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,"weights_tree","w_RF2","KM",50,4,50,-0.04652,0.03166,0.519,0.01949,0.52009,0.0214,0.00664,0.03661,-0.04587,0.05733,-0.02387,0.04221,1.52254,0.08154,1.40529,0.10055,1.4514,0.1428,1.41138,0.11783,-0.81602,0.46248,0.52964,0.06996
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"RF_bench",NA,50,4,NA,0.00943,0.01093,0.53609,0.01668,0.53644,0.01911,0.00232,0.0224,0.00034,0.01623,0.00309,0.01825,1.4414,0.07129,1.41166,0.09576,1.38633,0.10342,1.37396,0.09936,0.03417,0.13514,0.60734,0.05792
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_RF1","Cox",50,4,10,-0.01502,0.01712,0.52195,0.01742,0.52259,0.02019,-0.00446,0.02773,-0.01628,0.02911,-0.00849,0.02595,1.47693,0.07441,1.42116,0.0976,1.40989,0.1165,1.38985,0.10222,-0.39015,0.30055,0.55224,0.06467
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_RF1","Cox",50,4,50,-0.01131,0.01701,0.52299,0.01676,0.52349,0.01916,-0.00369,0.02636,-0.01328,0.02755,-0.00673,0.02481,1.47156,0.07466,1.42022,0.09915,1.40566,0.11443,1.38763,0.10448,-0.34433,0.28868,0.55738,0.0618
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_RF1","KM",50,4,10,-0.01986,0.01975,0.51779,0.01926,0.51831,0.02181,0.01189,0.03031,-0.01951,0.03279,-0.0058,0.02751,1.484,0.0768,1.39809,0.09888,1.41473,0.12321,1.38648,0.1076,-0.51776,0.34311,0.52597,0.06902
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_RF1","KM",50,4,50,-0.01831,0.01967,0.51798,0.01926,0.51892,0.02219,0.01324,0.02905,-0.01907,0.03241,-0.00514,0.02755,1.48174,0.07659,1.3962,0.09818,1.41397,0.12084,1.38544,0.1058,-0.44001,0.30256,0.53198,0.06595
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_RF1","RSF",50,4,10,-0.01279,0.01612,0.52209,0.01735,0.52236,0.02011,0.00359,0.02731,-0.01359,0.02644,-0.00431,0.02438,1.47367,0.07377,1.40978,0.09674,1.40613,0.11463,1.38421,0.10304,-0.37287,0.29165,0.55115,0.06194
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_RF1","RSF",50,4,50,-0.00911,0.01612,0.52368,0.01775,0.52476,0.02011,0.0052,0.02706,-0.01111,0.02737,-0.00163,0.02301,1.46834,0.07387,1.40748,0.09629,1.40272,0.11503,1.38055,0.10277,-0.31207,0.26827,0.55443,0.05915
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_gam","Cox",NA,NA,10,-0.00829,0.01999,0.52702,0.02065,0.52719,0.02281,0.00717,0.03227,-0.01131,0.02697,-0.00188,0.02589,1.46699,0.07276,1.40438,0.09494,1.40258,0.10982,1.38045,0.09783,-0.26996,0.28562,0.56983,0.07094
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_gam","Cox",NA,NA,50,-0.00809,0.02238,0.5271,0.02005,0.52725,0.02176,-0.00734,0.03667,-0.01471,0.02845,-0.01015,0.03058,1.46666,0.07324,1.42495,0.0995,1.40713,0.10818,1.3917,0.09845,-0.20154,0.27592,0.58222,0.06902
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_gam","KM",NA,NA,10,-0.04031,0.02981,0.5172,0.02284,0.51733,0.02508,0.02447,0.03861,-0.03961,0.04837,-0.01335,0.03808,1.51354,0.08102,1.3796,0.09385,1.44229,0.131,1.39624,0.10566,-0.71379,0.41353,0.52073,0.07894
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_gam","KM",NA,NA,50,-0.04496,0.03347,0.5172,0.02296,0.51743,0.02549,0.02178,0.04108,-0.04516,0.0535,-0.01788,0.04174,1.52026,0.08334,1.38329,0.09436,1.44991,0.13437,1.40238,0.10736,-0.7505,0.45918,0.52033,0.0823
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_gam","RSF",NA,NA,10,-0.01213,0.02081,0.52463,0.02097,0.52472,0.0232,0.01714,0.03336,-0.01527,0.03138,-0.00018,0.02905,1.47267,0.07529,1.39013,0.09281,1.40813,0.1132,1.37804,0.0984,-0.34064,0.30761,0.55259,0.07005
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"w_gam","RSF",NA,NA,50,-0.01036,0.02138,0.5254,0.02057,0.52539,0.02313,0.01228,0.03433,-0.01566,0.03169,-0.00225,0.03101,1.47005,0.07474,1.39706,0.09481,1.40865,0.11281,1.38084,0.09842,-0.31366,0.28799,0.5547,0.06704
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"rsf_reg",NA,50,4,NA,-0.01692,0.01734,0.53072,0.01623,0.53087,0.01842,-0.02954,0.02408,-0.03796,0.02733,-0.03617,0.02711,1.47988,0.07826,1.45637,0.09281,1.43845,0.09666,1.42743,0.09691,0.03254,0.11975,0.59754,0.05569
2000,6,0.5,0.1,1000,TRUE,"dependant",NA,NA,"cox_reg",NA,NA,NA,NA,-0.01291,0.01981,0.53454,0.01807,0.53465,0.02098,-0.02579,0.0337,-0.03509,0.0313,-0.03308,0.0313,1.47392,0.07687,1.45075,0.09416,1.43428,0.09615,1.42304,0.09707,0.05484,0.16627,0.60602,0.06075
