"algo","type_weights","nodesize","max_ratio_weights_model","iter","concordance.concordant","criteria_group.Gini_20","criteria_group.Kendall_20","criteria_group.R2_20","criteria_weighted.KM_Gini","criteria_weighted.KM_R2","criteria_weighted.Cox_Gini","criteria_weighted.Cox_R2","criteria_weighted.RSF_Gini","criteria_weighted.RSF_R2","criteria_weighted.0_1_Gini","criteria_weighted.0_1_R2"
"RSF_regression",NA,100,NA,2,0.556039105248936,0.397414965986395,0.637394351680066,0.141118685135181,-0.129673564940383,0.00532110643446526,0.0156231169938018,0.0186482123212214,-0.0303795517116254,0.00797870207313633,-0.563710093043637,-0.202109945531579
"RSF_regression",NA,200,NA,2,0.556150991353104,0.442115027829314,0.649969078540507,0.172149969611889,-0.152469755283562,0.00624294897918887,0.0522498762781447,0.0216850421685898,-0.0124026364699997,0.0103540859813838,-0.608657434545804,-0.200701860490032
"Cox_regression",NA,NA,NA,2,0.551938373978248,0.375126777983921,0.628942486085343,0.0953554123894063,-0.139795990384552,0.00201402999374745,0.0232220159478228,0.0153831512793884,-0.0333453594728762,0.0033213748852976,-0.57488557508181,-0.209125054253126
"w_RF","KM",100,10,3,0.529769861310493,0.240296846011132,0.58111729540301,-0.00707890460395832,-0.0609587465797788,-0.000730310658489275,0.000107919590735321,0.000794431803238016,-0.0271452834074395,-0.00126231666980536,-0.276929610155531,-0.131732294233506
"w_RF","Cox",100,10,3,0.536145822235354,0.297724180581323,0.599257884972171,-0.109405426084999,-0.179475951253476,-0.0233849354071123,0.0931938008365129,0.0129593443954998,-0.0211943377813326,-0.00825986937807399,-0.581063664954404,-0.125757710146005
"w_RF","RSF",100,10,3,0.539673744111435,0.356338899196042,0.623582766439909,-0.01733873409883,-0.141962095218642,-0.0119569285529317,0.0470879629116025,0.00817356100379718,-0.0264191844247052,-0.00417365565197469,-0.508803178152127,-0.128578840426956
"w_RF","KM",200,10,3,0.531592035156203,0.255980210265925,0.588538445681303,0.0469111282213815,-0.0678330130127425,0.00194892448039219,0.0367549254545958,0.00705326367772552,-0.0158032791684628,0.00288053451170689,-0.30833647584936,-0.139572367704117
"w_RF","Cox",200,10,3,0.543961728857456,0.359183673469388,0.631003916718202,0.0497432867327225,-0.202530485050006,-0.012118767613122,0.10017846527082,0.0212448113757953,-0.030379836667816,0.00168185304111224,-0.672781147729465,-0.13428779923922
"w_RF","RSF",200,10,3,0.541113689808677,0.375497835497835,0.627499484642342,0.0656806651699077,-0.158456646440611,-0.00772488594781451,0.073417506450657,0.0153566356898036,-0.0231635387450917,0.00193039670745732,-0.554266227880241,-0.136804873708876
"w_gam","KM",NA,10,3,0.529583140663254,0.267149041434756,0.590806019377448,-0.456008507035394,0.00889629420133958,-0.0170733773625551,-0.0176199890131601,-0.0339050197333419,-0.00523107353913401,-0.0324787302582155,-0.124615495493275,-0.134519782172903
"w_gam","Cox",NA,10,3,0.537352916301921,0.307421150278293,0.607091321377036,-0.464291122812523,-0.116361162608542,-0.0419329686784684,0.0807677725787862,-0.0124501935006076,0.000223553378332403,-0.0356090483059133,-0.447813748465759,-0.129174650756824
"w_gam","RSF",NA,10,3,0.537206834854374,0.304279529993816,0.603174603174603,-0.428998874750171,-0.0770509902579101,-0.0283525300842047,0.051301062063357,-0.0152302652943077,-0.000732317840832572,-0.0305035768758357,-0.350143503514931,-0.133450829482794
"RSF_regression",NA,100,NA,3,0.532076410482277,0.282943722943723,0.589981447124304,0.0362845195576106,-0.248696374541002,-0.018939255291496,0.0211430000774058,0.00815027958076808,-0.0627812329639154,-0.0042887761994117,-0.710566937866848,-0.156225504742642
"RSF_regression",NA,200,NA,3,0.531813903219393,0.241731601731602,0.578643578643579,0.0675498224968772,-0.244353808983367,-0.01210902966993,0.0549738258293571,0.0136237422445251,-0.0433405358847795,0.0011266553971766,-0.705220963125824,-0.151335820611366
"Cox_regression",NA,NA,NA,3,0.529712746759573,0.266518243661101,0.59121830550402,0.0337822027665435,-0.189606142750117,-0.0101832612428698,0.0359905877582626,0.0109807429290653,-0.0484855205761153,-0.00104414288395205,-0.596198597629754,-0.1631392827201
"w_RF","KM",100,10,4,0.542038009263977,0.307161410018553,0.600907029478458,-0.259379163790616,0.154957894153684,0.00732258283638676,0.06634181935558,-0.0119032606782374,0.0653784237601974,-0.00793421445237774,0.107262592493254,-0.076053451066795
"w_RF","Cox",100,10,4,0.552281640690492,0.439839208410637,0.651412079983509,-0.15505275280152,-0.0413168000483953,-0.0202494441069323,0.141328730884247,0.00767588174222389,0.0749447168357956,-0.00606138065727935,-0.325737952586551,-0.066059497041917
"w_RF","RSF",100,10,4,0.551310753073473,0.368991960420532,0.626468769325912,-0.0908276305570384,-0.00821524953153387,-0.00426126828719964,0.131535244724119,0.00862671224729927,0.0746207636410534,0.000478813733885808,-0.261242882907956,-0.0721835761204814
"w_RF","KM",200,10,4,0.541240259619294,0.294570191713049,0.598639455782313,-0.0189804988294917,0.182565970281037,0.0160465805286041,0.0938497232307386,0.00327363717420093,0.0914061284009003,0.00526375701826443,0.137261112568357,-0.0872143619472998
"w_RF","Cox",200,10,4,0.547216807094712,0.346852195423624,0.617398474541332,-0.0467730920392324,-0.0769471491177855,-0.0117050166267694,0.155189746458724,0.0135394047587197,0.0730368998524471,0.00180512574059233,-0.40448554754481,-0.0794057106684258
"w_RF","RSF",200,10,4,0.554119313979138,0.394545454545455,0.633683776540919,0.0520509070574307,-0.0566852818512377,-0.000341861252166842,0.143916073809448,0.0138983962556782,0.071748889525895,0.00656401161562881,-0.386939850004075,-0.0813317763555093
"w_gam","KM",NA,10,4,0.537204391567962,0.247928262213977,0.585446299732014,-0.914409126344063,0.243809358391595,0.0143728066867753,0.119744300433843,-0.0191540910007164,0.139392707326493,-0.0125450647601419,0.286686292048527,-0.0846277476328015
"w_gam","Cox",NA,10,4,0.546274410536432,0.339715522572665,0.619253762110905,-0.584708964246762,-0.0207223091855609,-0.0238177566002946,0.191641062640549,0.0115211528603917,0.117379874368086,-0.00814567656335052,-0.288033594656471,-0.0877799805055441
"w_gam","RSF",NA,10,4,0.546177979260701,0.366456400742115,0.623170480313337,-0.496088451793456,0.0272238352391845,-0.00755791767384784,0.181558329632445,0.0103093651539719,0.126103214683262,-0.00157103960110749,-0.179165737786859,-0.0877361455866588
"RSF_regression",NA,100,NA,4,0.555720292318263,0.383574520717378,0.63265306122449,0.171633363246064,-0.112718611049112,-0.00123347791171446,0.0704687742028283,0.0149999254594746,0.0264721124584645,0.00950478593965587,-0.462116301518463,-0.125182535298202
"RSF_regression",NA,200,NA,4,0.556706521274602,0.401447124304267,0.638012780869924,0.219971127407404,-0.114922337424216,0.00642835776132933,0.0850070830214735,0.0205601396537307,0.0357399508923431,0.0150047540741871,-0.486927306441524,-0.124424797091979
"Cox_regression",NA,NA,NA,4,0.553661265419416,0.435126777983921,0.64728921871779,0.162279505400774,-0.0373040820386666,0.0128776052482118,0.0681167632448508,0.0137459326948673,0.0499162699053499,0.0142141529544689,-0.320622012514766,-0.128855764248275
"w_RF","KM",100,10,5,0.55342426888061,0.415176252319109,0.639043496186353,0.12717908798201,0.0774827531756181,0.0214505003050587,-0.0107191533029364,-0.013465185682723,-0.0266599986169971,-0.00773776372006085,-0.248800852144772,-0.183418553610985
"w_RF","Cox",100,10,5,0.562357525241516,0.466209029066172,0.665223665223665,0.158242112079385,-0.112901040125921,0.00174960233587784,-0.0115772653952209,0.00121549543449229,-0.060976261697405,-0.00473109223866208,-0.685076886064078,-0.160608363102453
"w_RF","RSF",100,10,5,0.561281810005904,0.526159554730983,0.685631828488971,0.193950365249295,-0.135747044091557,0.00182725476037793,-0.0410568000167011,-0.000600597045164797,-0.0757670360412583,-0.00280284274931653,-0.715225394223323,-0.174392491614255
"w_RF","KM",200,10,5,0.559560884715532,0.438441558441558,0.646670789527932,0.154087150976846,0.0743629172116395,0.0202934957949449,-0.0101154459395005,0.00317238793624686,-0.0240999243230739,0.00443466888376265,-0.284635868816058,-0.186854080303885
"w_RF","Cox",200,10,5,0.569879863859583,0.504403215831787,0.669758812615955,0.228472996466775,-0.138832083821111,0.00958897942220205,0.0296800222524842,0.0246306812699445,-0.0322809834445159,0.0146008870104308,-0.778230436120386,-0.168485280028938
"w_RF","RSF",200,10,5,0.563546070079233,0.487594310451453,0.661306947021233,0.22894557089223,-0.139194400340028,0.00747563059531831,-0.0149620885626255,0.0157309420523506,-0.0554774706413738,0.00933450258273927,-0.757220657999266,-0.184249106056641
"w_gam","KM",NA,10,5,0.539322759483438,0.238503401360544,0.578025149453721,-0.310249432004022,0.135247828508629,0.00333532347449417,-0.0412767999064087,-0.105931427260598,-0.0227709335639175,-0.0763990144177245,-0.0185552204677698,-0.197043591702632
"w_gam","Cox",NA,10,5,0.553368401796072,0.378157081014224,0.633271490414347,-0.0782946032915242,-0.0975781804534349,-0.0185354122918353,-0.0115102620735841,-0.0318042265214529,-0.0571724308149047,-0.0345291263627758,-0.590659887793702,-0.190052002223291
"w_gam","RSF",NA,10,5,0.551241070851513,0.350525664811379,0.620490620490621,-0.0368205711322458,-0.0635373182190992,-0.00832568750606155,-0.0297139948786321,-0.0419324916580464,-0.0520724791558608,-0.0352889866413202,-0.503672527393816,-0.193686644974904
"RSF_regression",NA,100,NA,5,0.558389866806298,0.517786023500309,0.677798392084106,0.245506063796201,-0.252453888935691,-0.00812884238823286,0.0582481459281378,0.0250742741052122,-0.0269181449189911,0.0111332679251132,-0.919725279691056,-0.190968003181281
"RSF_regression",NA,200,NA,5,0.556967994733158,0.511849103277675,0.676149247577819,0.255237488952529,-0.259336640066707,-0.00661992742655126,0.0519919444759391,0.0229746927570279,-0.0337070059546212,0.00984624865747052,-0.92507295569619,-0.198227209234933
"Cox_regression",NA,NA,NA,5,0.551401004073915,0.441385281385281,0.652030509173366,0.16509007790237,-0.202188967666858,-0.0122991702272757,0.0411073677900416,0.0134282808625831,-0.0241660877824986,0.00251183191180127,-0.745206034410226,-0.21102036305686
"w_RF","KM",100,10,6,0.543097324177125,0.32286951144094,0.608534322820037,0.0577159897510952,-0.0145160524843635,0.0029886785646589,-0.0483050097526581,-0.0116154303120859,-0.0427329717228056,-0.00249417814585318,-0.242596006668673,-0.141953202031224
"w_RF","Cox",100,10,6,0.549804804185033,0.445664811379097,0.644815501958359,0.0792861685998543,-0.127711748660998,-0.00386872265311,0.13035083508441,0.0215686980822591,0.0115503102684354,0.00574937148995158,-0.641179561614401,-0.138750727138481
"w_RF","RSF",100,10,6,0.551136524102393,0.45764996907854,0.665223665223665,0.153963018518357,-0.0936892503921369,0.00290467789768112,0.0562953726996333,0.00959915603642802,-0.00653787949705396,0.00625171366936383,-0.517152757297371,-0.140111036693551
"w_RF","KM",200,10,6,0.548534999467747,0.37325912183055,0.626674912389198,0.124897003622461,-0.00618311526254327,0.008327423430882,-0.0541897433105845,-0.00484451042320111,-0.0367570522079672,0.00375291472409889,-0.256279005811461,-0.148398240441153
"w_RF","Cox",200,10,6,0.55536413741264,0.425974025974026,0.647907647907648,0.148347918020551,-0.128932437319475,0.00297613778309558,0.133976087802765,0.0235123881109031,0.0194250283789154,0.0114388649497084,-0.671676942177133,-0.138420015781573
"w_RF","RSF",200,10,6,0.554892712906821,0.417489177489178,0.643166357452072,0.15629788686082,-0.115975510020735,0.00582661242558746,0.0815651954429453,0.0134624418058004,-0.00112220446991485,0.00991343276338208,-0.609370172864356,-0.142113396617594
"w_gam","KM",NA,10,6,0.542175113565512,0.321199752628324,0.610801896516182,0.0159154770473832,0.0225785114727934,0.000853786532454825,-0.110534572226501,-0.0316963844900291,-0.0413215872240334,-0.00970330790256546,-0.114118271555993,-0.143143741007224
"w_gam","Cox",NA,10,6,0.54893473268927,0.362931354359926,0.624201195629767,-0.0149758569266774,-0.158726646056838,-0.0142762797658185,0.0888829935950098,0.015711827118581,-0.0215216152350056,-0.00251391596729711,-0.680695024025538,-0.141986011150351
"w_gam","RSF",NA,10,6,0.550604270628081,0.377798392084106,0.629767058338487,0.0909535824824614,-0.108754027137467,-0.00396440215889826,-0.00258992628136823,0.000306562959027534,-0.0373382892723212,-0.000503857605916425,-0.518419525652615,-0.141498640524052
"RSF_regression",NA,100,NA,6,0.547548701192899,0.439604205318491,0.652648938363224,0.174660664290827,-0.124026735267619,-0.00132754042740935,0.0756294157744694,0.0158690814089594,0.0136741289586961,0.0090769009565439,-0.594514027423529,-0.167367254544519
"RSF_regression",NA,200,NA,6,0.555153408486076,0.441929499072356,0.64831993403422,0.187921985355775,-0.14168107806274,0.00225386177728992,0.102474651511579,0.0225029101542262,0.0125662073893656,0.011909575519216,-0.686196130113855,-0.168011245580245
"Cox_regression",NA,NA,NA,6,0.549468072395162,0.421966604823748,0.642341785198928,0.144838522224983,-0.121279968419534,-0.00388039151226383,0.0347746739590344,0.00956402407656776,-0.0162437771272546,0.00445449460823977,-0.559697681665231,-0.171920480951102
"w_RF","KM",100,10,7,0.543931922696413,0.323327149041435,0.612038754895898,-0.0102206092117103,0.134513591558598,0.0260810443641718,0.206949700374918,0.0329068409532977,0.153505651594212,0.0219520834210641,-0.0210627423089951,-0.144969275752044
"w_RF","Cox",100,10,7,0.54799407519109,0.435967841682127,0.648526077097506,-0.00733200339082041,-0.0399540313846826,0.00424549976599486,0.224595502530798,0.0504207934187403,0.112635609659761,0.0190827150830931,-0.429148372055963,-0.141426019224645
"w_RF","RSF",100,10,7,0.550189109817538,0.425887445887446,0.647907647907648,0.0446624602380455,0.00787878397308545,0.0109563361423338,0.225052747887573,0.0451147356118474,0.130122505414262,0.0204806241075918,-0.330643618220305,-0.146143386232286
"w_RF","KM",200,10,7,0.547609274913587,0.366345083487941,0.634096062667491,0.0612333188120213,0.158053482250667,0.0265510630805,0.222045182304493,0.0322907939364279,0.173052506870157,0.023856405351088,0.00952462604311785,-0.155233894371631
"w_RF","Cox",200,10,7,0.555100053648966,0.514063079777366,0.678210678210678,0.210152209535197,-0.0903156883208858,0.00842622378628965,0.219140081097737,0.0526064358310601,0.10410573359,0.025213653325257,-0.600904101554235,-0.143666274659282
"w_RF","RSF",200,10,7,0.554855789124986,0.423240568954855,0.642960214388786,0.159158225883288,-0.0330477748466624,0.0149278247889469,0.224840098090366,0.0452924814544016,0.121331640884329,0.0246816372173527,-0.478789796184011,-0.150105143037711
"w_gam","KM",NA,10,7,0.542239916838525,0.336722325293754,0.608534322820037,-0.903602025451948,0.156688265244857,0.0181848969409947,0.172136790365598,0.0105717464237912,0.151062920076894,0.00540735754324539,0.0471403122785032,-0.152437784107305
"w_gam","Cox",NA,10,7,0.550773560094092,0.380643166357452,0.625231910946197,-0.308860447860723,-0.0300630575733296,-0.00488456368443746,0.21968914666361,0.045922780205219,0.130758330360755,0.0121636625491844,-0.39818314258904,-0.146311589087974
"w_gam","RSF",NA,10,7,0.548005228822322,0.36252319109462,0.629148629148629,-0.361842959046881,0.0315508314759511,0.00937466784103302,0.206780670592892,0.038864391554687,0.133956394745667,0.0157927271272607,-0.249248455635664,-0.149559562540437
"RSF_regression",NA,100,NA,7,0.550090957862697,0.448484848484848,0.649556792413935,0.0985002675754157,-0.0304031170509824,0.0117153614506742,0.205138994774627,0.0441077746135768,0.118428996541631,0.0212778057229408,-0.503586919515635,-0.156395755815295
"RSF_regression",NA,200,NA,7,0.554924941638625,0.480197897340755,0.664192949907236,0.191876569626146,-0.0544930678842174,0.0148559160298567,0.204241199668195,0.0474012720721947,0.114995371833028,0.0255587852833556,-0.572103367666794,-0.152258745015915
"Cox_regression",NA,NA,NA,7,0.559523583795558,0.524947433518862,0.676973819830963,0.206674169053024,-0.0997944376363754,0.0141529304620146,0.156380881898238,0.0442196152975552,0.0697527079742882,0.0240170295078731,-0.677116427295792,-0.153600203872738
"w_RF","KM",100,10,8,0.538793284496195,0.266567717996289,0.589363017934446,-0.170577831574231,0.0893052053031354,-4.39233488824797e-05,-0.0397766293845223,-0.0380282942590668,0.0308392276410044,-0.0109805861107448,-0.00716325853878837,-0.126786126432058
"w_RF","Cox",100,10,8,0.547279049412694,0.373939393939394,0.638425066996496,-0.0854569607933313,-0.113419078418585,-0.0184530338912086,0.0294631288665634,-0.00796797056180143,0.025519714748914,-0.00414568290211892,-0.478444142234746,-0.109050168776834
"w_RF","RSF",100,10,8,0.554058579590799,0.370723562152134,0.629560915275201,-0.0194229788237492,-0.0624165629826609,-0.0059698605503975,-0.00321628894801835,-0.0136094843714076,0.0266611804039791,-0.000150102275714659,-0.38775548057713,-0.110102010739858
"w_RF","KM",200,10,8,0.544094759032657,0.251700680272109,0.582354153782725,-0.041171096295797,0.0794549953296696,0.00493492122973993,-0.0168534470792626,-0.0188071338988489,0.0429150722558032,-0.00112686186963917,-0.0582602003587525,-0.129454691167856
"w_RF","Cox",200,10,8,0.553770233866546,0.392949907235622,0.637394351680066,0.0464841132540881,-0.138544371850537,-0.0123777637723739,0.0733220706398408,0.0097131445453611,0.0385441461350278,0.00728646216704099,-0.553644605597834,-0.10751678086121
"w_RF","RSF",200,10,8,0.554556940901614,0.42456400742115,0.647495361781076,0.0529087769580213,-0.119150600768362,-0.00337071320354898,0.0151105491532622,0.0026907708155306,0.0251444004321918,0.00836852861350512,-0.511482014123163,-0.118042182454138
"w_gam","KM",NA,10,8,0.525380667440886,0.162770562770563,0.553906411049268,-0.563156352923804,0.127672365878106,-0.00757816609963968,-0.0346215130606938,-0.0642320341310489,0.0497963866888904,-0.0253418854282088,0.116781841174949,-0.134859524221683
"w_gam","Cox",NA,10,8,0.538297193624154,0.320680272108844,0.604617604617605,-0.283270824589086,-0.0799582617805431,-0.0332279099646053,0.0379184866934369,-0.019830137744218,0.0423791851730891,-0.0165632208956619,-0.370394182480643,-0.114648218379063
"w_gam","RSF",NA,10,8,0.536905414655909,0.288645640074212,0.597515720546961,-0.317014901917528,-0.0364096265434718,-0.0220757936770923,0.00291153837594449,-0.0292592268225502,0.0376289718564748,-0.0151845055761124,-0.265931992348121,-0.121203836001861
"RSF_regression",NA,100,NA,8,0.569773421562584,0.463970315398887,0.66295609152752,0.191037139751031,-0.150132300788358,0.000952298566083587,0.0572118006717262,0.0220285028173626,0.0051329704217907,0.0161140723039641,-0.647279207102313,-0.142710060188846
"RSF_regression",NA,200,NA,8,0.572274309871754,0.518256029684601,0.683364254792826,0.245567977594166,-0.159562624695993,0.00637802407069754,0.0614494060530292,0.0300589211419298,0.0105714679198523,0.0225787967135115,-0.680249749279516,-0.142682678317949
"Cox_regression",NA,NA,NA,8,0.570220698000992,0.51308596165739,0.68418882704597,0.223687589952944,-0.135662536177242,0.0106051841487821,0.0456321109632723,0.0285698965807319,0.00128301623049125,0.0218985899838327,-0.634715624424944,-0.149704709892373
"w_RF","KM",100,10,9,0.533023604561661,0.233457019171305,0.579880437023294,-0.061591830260268,0.142430387211085,0.0111261976373087,0.0117169310099897,-0.00260997643562799,0.0447809384733056,0.00117107996174493,0.0998765183035951,-0.150499849041694
"w_RF","Cox",100,10,9,0.55307155685709,0.480210265924552,0.663162234590806,0.21893434840216,-0.0947121147037172,-0.000450411128074091,0.119528806394377,0.0288685078896014,0.0529872225684887,0.0162434047494507,-0.473898161549675,-0.133719345828537
"w_RF","RSF",100,10,9,0.555984526095073,0.465850340136054,0.662869808101689,0.189592832263067,-0.0597895685921068,0.00504931950442844,0.10979742417759,0.0283553819812599,0.0638230583674346,0.0186870090257638,-0.408036237493485,-0.133740626471037
"w_RF","KM",200,10,9,0.537809986817542,0.256858379715523,0.584209441352298,0.0587650297853088,0.131794632902694,0.0128962642800159,0.0163894911374857,0.0028351200268395,0.0595637441198932,0.00662972181928512,0.0650572804410815,-0.156012986517962
"w_RF","Cox",200,10,9,0.556039821638694,0.383388991960421,0.634302205730777,0.169336919287549,-0.089923593783222,0.00770265076912569,0.151156782840583,0.0323637403088541,0.0848976070944899,0.0230736709145524,-0.475698816880635,-0.136609871863843
"w_RF","RSF",200,10,9,0.554524723743464,0.411539888682746,0.641311069882498,0.171895800517419,-0.0744262168846949,0.0092858584631893,0.091585585281984,0.0260074135454559,0.0561024496962201,0.0202122057699391,-0.432715892339855,-0.138362018207359
"w_gam","KM",NA,10,9,0.536216369250369,0.241410018552876,0.581735724592867,-0.574440075224076,0.183753050092209,-0.0170860503956149,0.00384622968268951,-0.0355075450540694,0.0764938065750555,-0.0304935937628539,0.179557045407739,-0.167966883072109
"w_gam","Cox",NA,10,9,0.560726671916057,0.459839208410637,0.656771799628942,0.0429228877184393,-0.0882381091289193,-0.032176767178079,0.10961272818483,0.010588971242253,0.0663208144025201,-0.0102959133151002,-0.476890036643686,-0.147202837952253
"w_gam","RSF",NA,10,9,0.556504304205115,0.41443413729128,0.646670789527932,-0.0709741229781109,-0.0223189519805409,-0.0246237272386995,0.0866220445338556,0.0052185311738977,0.078025836553446,-0.00962478774245823,-0.325468048117903,-0.150536450723593
"RSF_regression",NA,100,NA,9,0.5546275734546,0.453852813852814,0.654623235539578,0.216494966015179,-0.180132337377414,-0.00426556891238761,0.0576862837704071,0.0228889207464069,-0.0299134400189844,0.00966420272705604,-0.65060642678913,-0.181182862452753
"RSF_regression",NA,200,NA,9,0.559503534491148,0.490983302411874,0.670583384869099,0.251717315703536,-0.202612899659637,0.00266050070110901,0.0972006774320409,0.0302837404367501,-0.00555941542072436,0.017692005659637,-0.713584060365175,-0.178943725906463
"Cox_regression",NA,NA,NA,9,0.549796954763822,0.425664811379097,0.643990929705215,0.124395148910541,-0.19316142477084,-0.0138032800143308,0.0329180787550705,0.00151531507091995,-0.0396157161119545,-0.00690183366017694,-0.668208340653506,-0.195933329317104
"w_RF","KM",100,10,10,0.532046994827894,0.256425479282622,0.586270871985158,-0.0461780058312462,0.110024687066895,0.0148502283330467,0.0783521804340405,0.0100897311046332,0.0464774494892393,0.0048654349076116,0.0459903899070306,-0.153157078426136
"w_RF","Cox",100,10,10,0.5512183431425,0.454335188620903,0.65842094413523,0.13568564449624,-0.0514944557594392,0.00997578331154947,0.128191945733111,0.0333705101657553,0.0380465742809613,0.0134548337303294,-0.359807356258226,-0.129066482239383
"w_RF","RSF",100,10,10,0.539590021401819,0.308163265306122,0.601113172541744,0.006294467161442,-0.0437052062441844,0.00453936282497669,0.100988310843908,0.0185590052886746,0.0237233353324165,0.00526610060616239,-0.287791499095304,-0.148288012009659
